"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-12",,"59","20"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-13",,"66","36"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-14",,"77","49"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-15",,"73","45"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-16",,"81","37"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-17",,"76","56"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-18",,"67","41"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-19",,"77","33"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-20",,"81","50"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-21",,"74","53"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-22",,"57","47"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-23",,"65","38"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-24",,"69","32"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-25",,"83","34"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-26",,"86","47"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-27",,"95","47"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-28",,"86","60"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-29",,"80","68"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-30",,"76","42"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-03-31",,"71","39"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-01",,"76","40"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-02",,"78","50"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-03",,"85","49"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-04",,"81","59"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-05",,"95","55"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-06",,"76","54"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-07",,"71","47"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-08",,"69","42"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-09",,"88","35"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-10",,"83","62"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-11",,"88","71"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-12",,"84","64"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-13",,"81","60"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-14",,"77","50"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-15",,"84","57"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-16",,"84","59"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-17",,"80","58"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-18",,"75","53"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-19",,"76","52"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-20",,"89","66"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-21",,"85","73"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-22",,"87","71"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-23",,"85","70"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-24",,"84","60"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-25",,"69","56"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-26",,"75","46"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-27",,"79","49"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-28",,"83","64"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-29",,"82","70"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-04-30",,"84","56"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-01",,"85","51"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-02",,"86","66"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-03",,"77","54"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-04",,"87","61"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-05",,"79","56"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-06",,"86","54"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-07",,"90","70"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-08",,"93","75"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-09",,"92","76"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-10",,"91","78"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-11",,"90","71"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-12",,"92","70"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-13",,"93","69"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-14",,"93","64"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-15",,"95","69"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-16",,"93","65"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-17",,"95","73"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-18",,"95","73"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-19",,"95","72"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-20",,"94","75"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-21",,"92","65"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-22",,"74","62"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-23",,"81","62"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-24",,"78","60"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-25",,"74","56"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-26",,"89","51"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-27",,"91","56"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-28",,"93","67"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-29",,"94","72"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-30",,"93","76"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-05-31",,"94","77"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-01",,"91","76"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-02",,"85","67"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-03",,"84","69"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-04",,"88","67"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-05",,"93","72"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-06",,"95","76"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-07",,"94","76"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-08",,"91","75"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-09",,"94","75"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-10",,"98","76"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-11",,"102","78"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-12",,"102","80"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-13",,"99","79"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-14",,"97","78"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-15",,"96","79"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-16",,"99","75"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-17",,"100","70"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-18",,"98","76"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-19",,"99","75"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-20",,"101","76"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-21",,"100","76"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-22",,"99","73"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-23",,"102","73"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-24",,"102","79"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-25",,"101","79"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-26",,"103","70"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-27",,"94","75"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-28",,"93","77"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-29",,"94","74"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-06-30",,"99","69"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-01",,"95","73"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-02",,"99","75"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-03",,"102","80"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-04",,"100","80"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-05",,"101","80"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-06",,"103","80"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-07",,"103","81"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-08",,"105","82"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-09",,"106","77"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-10",,"103","80"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-11",,"103","81"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-12",,"104","77"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-13",,"105","74"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-14",,"97","72"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-15",,"99","70"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-16",,"99","77"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-17",,"105","81"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-18",,"109","83"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-19",,"108","42"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-20",,"108","82"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-21",,"102","83"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-22",,"100","82"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-23",,"101","77"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-24",,"102","81"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-25",,"104","81"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-26",,"103","80"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-27",,"103","81"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-28",,"102","82"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-29",,"104","81"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-30",,"102","82"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-07-31",,"104","83"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-08-01",,"101","81"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-08-02",,"103","83"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-08-03",,"103","81"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-08-04",,"102","80"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-08-05",,"104","81"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-08-06",,"99","78"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-08-07",,"100","79"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-08-08",,"102","81"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-08-09",,"102","80"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-08-10",,"100","75"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-08-11",,"99","74"
"USW00053907","ARLINGTON MUNICIPAL AIRPORT, TX US","32.65832","-97.09509","179.7","2022-08-12",,"98","78"
